gene	length	distribution
3784	1	(prob=0.0001,cumulative=0.8303)
3785	2	(prob=0.0001,cumulative=0.8304)
3786	1	(prob=0.0001,cumulative=0.8304)
3787	3	(prob=0.0002,cumulative=0.8306)
3788	1	(prob=0.0001,cumulative=0.8307)
3789	1	(prob=0.0001,cumulative=0.8307)
3790	2	(prob=0.0001,cumulative=0.8309)
3792	4	(prob=0.0002,cumulative=0.8311)
3793	1	(prob=0.0001,cumulative=0.8312)
3794	1	(prob=0.0001,cumulative=0.8312)
3798	1	(prob=0.0001,cumulative=0.8313)
3799	1	(prob=0.0001,cumulative=0.8313)
3800	2	(prob=0.0001,cumulative=0.8314)
3801	2	(prob=0.0001,cumulative=0.8316)
3802	1	(prob=0.0001,cumulative=0.8316)
3803	1	(prob=0.0001,cumulative=0.8317)
3805	4	(prob=0.0002,cumulative=0.8319)
3806	2	(prob=0.0001,cumulative=0.8320)
3807	2	(prob=0.0001,cumulative=0.8322)
3809	2	(prob=0.0001,cumulative=0.8323)
3810	1	(prob=0.0001,cumulative=0.8323)
3812	2	(prob=0.0001,cumulative=0.8324)
3813	1	(prob=0.0001,cumulative=0.8325)
3814	1	(prob=0.0001,cumulative=0.8326)
3816	1	(prob=0.0001,cumulative=0.8326)
3817	2	(prob=0.0001,cumulative=0.8327)
3818	1	(prob=0.0001,cumulative=0.8328)
3819	2	(prob=0.0001,cumulative=0.8329)
3821	1	(prob=0.0001,cumulative=0.8330)
3822	1	(prob=0.0001,cumulative=0.8330)
3823	2	(prob=0.0001,cumulative=0.8332)
3824	2	(prob=0.0001,cumulative=0.8333)
3826	1	(prob=0.0001,cumulative=0.8333)
3828	2	(prob=0.0001,cumulative=0.8335)
3829	2	(prob=0.0001,cumulative=0.8336)
3830	1	(prob=0.0001,cumulative=0.8336)
3831	2	(prob=0.0001,cumulative=0.8337)
3832	2	(prob=0.0001,cumulative=0.8339)
3834	2	(prob=0.0001,cumulative=0.8340)
3835	1	(prob=0.0001,cumulative=0.8340)
3838	1	(prob=0.0001,cumulative=0.8341)
3841	3	(prob=0.0002,cumulative=0.8343)
3842	3	(prob=0.0002,cumulative=0.8345)
3843	1	(prob=0.0001,cumulative=0.8345)
3844	1	(prob=0.0001,cumulative=0.8346)
3845	1	(prob=0.0001,cumulative=0.8346)
3846	2	(prob=0.0001,cumulative=0.8347)
3848	1	(prob=0.0001,cumulative=0.8348)
3849	1	(prob=0.0001,cumulative=0.8349)
3851	2	(prob=0.0001,cumulative=0.8350)
3853	2	(prob=0.0001,cumulative=0.8351)
3855	2	(prob=0.0001,cumulative=0.8352)
3856	1	(prob=0.0001,cumulative=0.8353)
3857	1	(prob=0.0001,cumulative=0.8353)
3858	1	(prob=0.0001,cumulative=0.8354)
3859	2	(prob=0.0001,cumulative=0.8355)
3860	1	(prob=0.0001,cumulative=0.8356)
3861	1	(prob=0.0001,cumulative=0.8356)
3862	1	(prob=0.0001,cumulative=0.8357)
3864	2	(prob=0.0001,cumulative=0.8358)
3865	1	(prob=0.0001,cumulative=0.8359)
3866	2	(prob=0.0001,cumulative=0.8360)
3868	3	(prob=0.0002,cumulative=0.8362)
3869	1	(prob=0.0001,cumulative=0.8362)
3870	2	(prob=0.0001,cumulative=0.8363)
3871	1	(prob=0.0001,cumulative=0.8364)
3872	2	(prob=0.0001,cumulative=0.8365)
3873	1	(prob=0.0001,cumulative=0.8366)
3875	3	(prob=0.0002,cumulative=0.8368)
3877	2	(prob=0.0001,cumulative=0.8369)
3878	2	(prob=0.0001,cumulative=0.8370)
3879	1	(prob=0.0001,cumulative=0.8370)
3881	3	(prob=0.0002,cumulative=0.8372)
3882	1	(prob=0.0001,cumulative=0.8373)
3884	2	(prob=0.0001,cumulative=0.8374)
3885	1	(prob=0.0001,cumulative=0.8375)
3886	3	(prob=0.0002,cumulative=0.8376)
3887	2	(prob=0.0001,cumulative=0.8378)
3888	1	(prob=0.0001,cumulative=0.8378)
3890	3	(prob=0.0002,cumulative=0.8380)
3891	2	(prob=0.0001,cumulative=0.8381)
3894	2	(prob=0.0001,cumulative=0.8382)
3897	1	(prob=0.0001,cumulative=0.8383)
3899	1	(prob=0.0001,cumulative=0.8383)
3900	1	(prob=0.0001,cumulative=0.8384)
3901	1	(prob=0.0001,cumulative=0.8385)
3902	2	(prob=0.0001,cumulative=0.8386)
3904	1	(prob=0.0001,cumulative=0.8386)
3906	1	(prob=0.0001,cumulative=0.8387)
3907	2	(prob=0.0001,cumulative=0.8388)
3909	1	(prob=0.0001,cumulative=0.8389)
3913	2	(prob=0.0001,cumulative=0.8390)
3914	3	(prob=0.0002,cumulative=0.8392)
3915	3	(prob=0.0002,cumulative=0.8393)
3917	1	(prob=0.0001,cumulative=0.8394)
3918	1	(prob=0.0001,cumulative=0.8395)
3919	3	(prob=0.0002,cumulative=0.8396)
3920	1	(prob=0.0001,cumulative=0.8397)
3921	1	(prob=0.0001,cumulative=0.8398)
3922	1	(prob=0.0001,cumulative=0.8398)
3923	1	(prob=0.0001,cumulative=0.8399)
3924	1	(prob=0.0001,cumulative=0.8399)
3925	2	(prob=0.0001,cumulative=0.8401)
3926	2	(prob=0.0001,cumulative=0.8402)
3927	1	(prob=0.0001,cumulative=0.8402)
3928	3	(prob=0.0002,cumulative=0.8404)
3929	1	(prob=0.0001,cumulative=0.8405)
3933	1	(prob=0.0001,cumulative=0.8405)
3934	2	(prob=0.0001,cumulative=0.8406)
3935	1	(prob=0.0001,cumulative=0.8407)
3938	2	(prob=0.0001,cumulative=0.8408)
3939	1	(prob=0.0001,cumulative=0.8409)
3940	2	(prob=0.0001,cumulative=0.8410)
3943	2	(prob=0.0001,cumulative=0.8411)
3944	1	(prob=0.0001,cumulative=0.8412)
3946	2	(prob=0.0001,cumulative=0.8413)
3947	1	(prob=0.0001,cumulative=0.8414)
3949	1	(prob=0.0001,cumulative=0.8414)
3950	2	(prob=0.0001,cumulative=0.8415)
3951	1	(prob=0.0001,cumulative=0.8416)
3953	4	(prob=0.0002,cumulative=0.8418)
3954	1	(prob=0.0001,cumulative=0.8419)
3956	2	(prob=0.0001,cumulative=0.8420)
3957	2	(prob=0.0001,cumulative=0.8421)
3961	2	(prob=0.0001,cumulative=0.8422)
3962	2	(prob=0.0001,cumulative=0.8424)
3963	1	(prob=0.0001,cumulative=0.8424)
3964	1	(prob=0.0001,cumulative=0.8425)
3966	1	(prob=0.0001,cumulative=0.8425)
3968	3	(prob=0.0002,cumulative=0.8427)
3969	1	(prob=0.0001,cumulative=0.8428)
3970	1	(prob=0.0001,cumulative=0.8428)
3972	2	(prob=0.0001,cumulative=0.8429)
3973	2	(prob=0.0001,cumulative=0.8431)
3974	3	(prob=0.0002,cumulative=0.8432)
3975	3	(prob=0.0002,cumulative=0.8434)
3978	1	(prob=0.0001,cumulative=0.8435)
3979	1	(prob=0.0001,cumulative=0.8435)
3981	1	(prob=0.0001,cumulative=0.8436)
3982	2	(prob=0.0001,cumulative=0.8437)
3983	2	(prob=0.0001,cumulative=0.8438)
3984	4	(prob=0.0002,cumulative=0.8441)
3986	1	(prob=0.0001,cumulative=0.8441)
3987	1	(prob=0.0001,cumulative=0.8442)
3988	2	(prob=0.0001,cumulative=0.8443)
3989	1	(prob=0.0001,cumulative=0.8444)
3990	1	(prob=0.0001,cumulative=0.8444)
3991	2	(prob=0.0001,cumulative=0.8445)
3993	2	(prob=0.0001,cumulative=0.8447)
3994	1	(prob=0.0001,cumulative=0.8447)
3995	2	(prob=0.0001,cumulative=0.8448)
3996	1	(prob=0.0001,cumulative=0.8449)
3999	2	(prob=0.0001,cumulative=0.8450)
4000	3	(prob=0.0002,cumulative=0.8452)
4001	4	(prob=0.0002,cumulative=0.8454)
4002	1	(prob=0.0001,cumulative=0.8455)
4003	1	(prob=0.0001,cumulative=0.8455)
4004	2	(prob=0.0001,cumulative=0.8457)
4005	1	(prob=0.0001,cumulative=0.8457)
4008	1	(prob=0.0001,cumulative=0.8458)
4009	1	(prob=0.0001,cumulative=0.8458)
4012	1	(prob=0.0001,cumulative=0.8459)
4013	2	(prob=0.0001,cumulative=0.8460)
4014	1	(prob=0.0001,cumulative=0.8461)
4018	2	(prob=0.0001,cumulative=0.8462)
4019	2	(prob=0.0001,cumulative=0.8463)
4020	3	(prob=0.0002,cumulative=0.8465)
4021	2	(prob=0.0001,cumulative=0.8466)
4022	2	(prob=0.0001,cumulative=0.8467)
4023	3	(prob=0.0002,cumulative=0.8469)
4026	2	(prob=0.0001,cumulative=0.8470)
4027	1	(prob=0.0001,cumulative=0.8471)
4029	1	(prob=0.0001,cumulative=0.8471)
4032	1	(prob=0.0001,cumulative=0.8472)
4033	1	(prob=0.0001,cumulative=0.8473)
4035	2	(prob=0.0001,cumulative=0.8474)
4037	1	(prob=0.0001,cumulative=0.8474)
4038	2	(prob=0.0001,cumulative=0.8475)
4040	1	(prob=0.0001,cumulative=0.8476)
4041	1	(prob=0.0001,cumulative=0.8477)
4043	1	(prob=0.0001,cumulative=0.8477)
4046	1	(prob=0.0001,cumulative=0.8478)
4048	1	(prob=0.0001,cumulative=0.8478)
4049	1	(prob=0.0001,cumulative=0.8479)
4051	1	(prob=0.0001,cumulative=0.8480)
4052	2	(prob=0.0001,cumulative=0.8481)
4053	1	(prob=0.0001,cumulative=0.8481)
4054	1	(prob=0.0001,cumulative=0.8482)
4057	1	(prob=0.0001,cumulative=0.8483)
4062	1	(prob=0.0001,cumulative=0.8483)
4063	1	(prob=0.0001,cumulative=0.8484)
4064	1	(prob=0.0001,cumulative=0.8484)
4065	1	(prob=0.0001,cumulative=0.8485)
4067	1	(prob=0.0001,cumulative=0.8485)
4068	2	(prob=0.0001,cumulative=0.8487)
4069	2	(prob=0.0001,cumulative=0.8488)
4071	1	(prob=0.0001,cumulative=0.8488)
4074	2	(prob=0.0001,cumulative=0.8490)
4075	1	(prob=0.0001,cumulative=0.8490)
4076	1	(prob=0.0001,cumulative=0.8491)
4077	1	(prob=0.0001,cumulative=0.8491)
4079	3	(prob=0.0002,cumulative=0.8493)
4080	1	(prob=0.0001,cumulative=0.8494)
4082	1	(prob=0.0001,cumulative=0.8494)
4083	2	(prob=0.0001,cumulative=0.8496)
4084	1	(prob=0.0001,cumulative=0.8496)
4085	2	(prob=0.0001,cumulative=0.8497)
4088	2	(prob=0.0001,cumulative=0.8498)
4089	1	(prob=0.0001,cumulative=0.8499)
4093	1	(prob=0.0001,cumulative=0.8500)
4096	1	(prob=0.0001,cumulative=0.8500)
4097	1	(prob=0.0001,cumulative=0.8501)
4098	2	(prob=0.0001,cumulative=0.8502)
4099	1	(prob=0.0001,cumulative=0.8503)
4100	1	(prob=0.0001,cumulative=0.8503)
4101	2	(prob=0.0001,cumulative=0.8504)
4102	2	(prob=0.0001,cumulative=0.8506)
4103	1	(prob=0.0001,cumulative=0.8506)
4104	2	(prob=0.0001,cumulative=0.8507)
4105	3	(prob=0.0002,cumulative=0.8509)
4107	2	(prob=0.0001,cumulative=0.8510)
4108	3	(prob=0.0002,cumulative=0.8512)
4109	2	(prob=0.0001,cumulative=0.8513)
4110	1	(prob=0.0001,cumulative=0.8514)
4111	2	(prob=0.0001,cumulative=0.8515)
4112	3	(prob=0.0002,cumulative=0.8517)
4113	3	(prob=0.0002,cumulative=0.8519)
4115	1	(prob=0.0001,cumulative=0.8519)
4116	1	(prob=0.0001,cumulative=0.8520)
4119	1	(prob=0.0001,cumulative=0.8520)
4120	1	(prob=0.0001,cumulative=0.8521)
4122	3	(prob=0.0002,cumulative=0.8523)
4123	1	(prob=0.0001,cumulative=0.8523)
4124	2	(prob=0.0001,cumulative=0.8524)
4126	1	(prob=0.0001,cumulative=0.8525)
4127	2	(prob=0.0001,cumulative=0.8526)
4130	1	(prob=0.0001,cumulative=0.8527)
4131	1	(prob=0.0001,cumulative=0.8527)
4132	1	(prob=0.0001,cumulative=0.8528)
4134	2	(prob=0.0001,cumulative=0.8529)
4135	4	(prob=0.0002,cumulative=0.8531)
4136	1	(prob=0.0001,cumulative=0.8532)
4140	2	(prob=0.0001,cumulative=0.8533)
4141	1	(prob=0.0001,cumulative=0.8534)
4142	1	(prob=0.0001,cumulative=0.8534)
4143	1	(prob=0.0001,cumulative=0.8535)
4144	1	(prob=0.0001,cumulative=0.8536)
4145	1	(prob=0.0001,cumulative=0.8536)
4149	2	(prob=0.0001,cumulative=0.8537)
4150	2	(prob=0.0001,cumulative=0.8539)
4154	2	(prob=0.0001,cumulative=0.8540)
4155	2	(prob=0.0001,cumulative=0.8541)
4157	1	(prob=0.0001,cumulative=0.8542)
4159	3	(prob=0.0002,cumulative=0.8543)
4160	1	(prob=0.0001,cumulative=0.8544)
4161	1	(prob=0.0001,cumulative=0.8544)
4162	2	(prob=0.0001,cumulative=0.8546)
4163	1	(prob=0.0001,cumulative=0.8546)
4167	1	(prob=0.0001,cumulative=0.8547)
4172	3	(prob=0.0002,cumulative=0.8549)
4173	1	(prob=0.0001,cumulative=0.8549)
4174	2	(prob=0.0001,cumulative=0.8550)
4176	1	(prob=0.0001,cumulative=0.8551)
4178	2	(prob=0.0001,cumulative=0.8552)
4179	1	(prob=0.0001,cumulative=0.8553)
4182	2	(prob=0.0001,cumulative=0.8554)
4183	1	(prob=0.0001,cumulative=0.8554)
4184	3	(prob=0.0002,cumulative=0.8556)
4185	1	(prob=0.0001,cumulative=0.8557)
4186	1	(prob=0.0001,cumulative=0.8557)
4187	3	(prob=0.0002,cumulative=0.8559)
4189	1	(prob=0.0001,cumulative=0.8560)
4190	1	(prob=0.0001,cumulative=0.8560)
4191	1	(prob=0.0001,cumulative=0.8561)
4193	1	(prob=0.0001,cumulative=0.8562)
4195	1	(prob=0.0001,cumulative=0.8562)
4196	1	(prob=0.0001,cumulative=0.8563)
4197	2	(prob=0.0001,cumulative=0.8564)
4199	1	(prob=0.0001,cumulative=0.8565)
4200	1	(prob=0.0001,cumulative=0.8565)
4201	1	(prob=0.0001,cumulative=0.8566)
4202	3	(prob=0.0002,cumulative=0.8567)
4205	1	(prob=0.0001,cumulative=0.8568)
4206	1	(prob=0.0001,cumulative=0.8569)
4207	1	(prob=0.0001,cumulative=0.8569)
4209	1	(prob=0.0001,cumulative=0.8570)
4210	1	(prob=0.0001,cumulative=0.8570)
4212	1	(prob=0.0001,cumulative=0.8571)
4213	2	(prob=0.0001,cumulative=0.8572)
4214	3	(prob=0.0002,cumulative=0.8574)
4215	1	(prob=0.0001,cumulative=0.8575)
4217	2	(prob=0.0001,cumulative=0.8576)
4219	2	(prob=0.0001,cumulative=0.8577)
4220	1	(prob=0.0001,cumulative=0.8577)
4221	6	(prob=0.0004,cumulative=0.8581)
4222	3	(prob=0.0002,cumulative=0.8583)
4223	1	(prob=0.0001,cumulative=0.8583)
4224	3	(prob=0.0002,cumulative=0.8585)
4225	1	(prob=0.0001,cumulative=0.8586)
4226	3	(prob=0.0002,cumulative=0.8588)
4228	1	(prob=0.0001,cumulative=0.8588)
4230	1	(prob=0.0001,cumulative=0.8589)
4231	1	(prob=0.0001,cumulative=0.8589)
4233	2	(prob=0.0001,cumulative=0.8590)
4235	2	(prob=0.0001,cumulative=0.8592)
4237	2	(prob=0.0001,cumulative=0.8593)
4238	1	(prob=0.0001,cumulative=0.8593)
4240	1	(prob=0.0001,cumulative=0.8594)
4241	1	(prob=0.0001,cumulative=0.8595)
4243	1	(prob=0.0001,cumulative=0.8595)
4244	1	(prob=0.0001,cumulative=0.8596)
4246	1	(prob=0.0001,cumulative=0.8596)
4247	3	(prob=0.0002,cumulative=0.8598)
4248	1	(prob=0.0001,cumulative=0.8599)
4251	2	(prob=0.0001,cumulative=0.8600)
4253	1	(prob=0.0001,cumulative=0.8600)
4254	1	(prob=0.0001,cumulative=0.8601)
4255	1	(prob=0.0001,cumulative=0.8602)
4256	2	(prob=0.0001,cumulative=0.8603)
4257	2	(prob=0.0001,cumulative=0.8604)
4259	4	(prob=0.0002,cumulative=0.8606)
4261	2	(prob=0.0001,cumulative=0.8608)
4262	1	(prob=0.0001,cumulative=0.8608)
4263	2	(prob=0.0001,cumulative=0.8609)
4264	1	(prob=0.0001,cumulative=0.8610)
4267	1	(prob=0.0001,cumulative=0.8611)
4268	1	(prob=0.0001,cumulative=0.8611)
4269	1	(prob=0.0001,cumulative=0.8612)
4271	2	(prob=0.0001,cumulative=0.8613)
4272	1	(prob=0.0001,cumulative=0.8613)
4273	2	(prob=0.0001,cumulative=0.8615)
4274	2	(prob=0.0001,cumulative=0.8616)
4276	1	(prob=0.0001,cumulative=0.8616)
4278	3	(prob=0.0002,cumulative=0.8618)
4280	2	(prob=0.0001,cumulative=0.8619)
4281	1	(prob=0.0001,cumulative=0.8620)
4282	1	(prob=0.0001,cumulative=0.8621)
4283	1	(prob=0.0001,cumulative=0.8621)
4284	3	(prob=0.0002,cumulative=0.8623)
4286	1	(prob=0.0001,cumulative=0.8623)
4287	1	(prob=0.0001,cumulative=0.8624)
4289	1	(prob=0.0001,cumulative=0.8625)
4290	2	(prob=0.0001,cumulative=0.8626)
4296	1	(prob=0.0001,cumulative=0.8626)
4297	1	(prob=0.0001,cumulative=0.8627)
4298	1	(prob=0.0001,cumulative=0.8628)
4299	1	(prob=0.0001,cumulative=0.8628)
4300	2	(prob=0.0001,cumulative=0.8629)
4301	1	(prob=0.0001,cumulative=0.8630)
4304	1	(prob=0.0001,cumulative=0.8631)
4306	2	(prob=0.0001,cumulative=0.8632)
4308	2	(prob=0.0001,cumulative=0.8633)
4310	2	(prob=0.0001,cumulative=0.8634)
4311	1	(prob=0.0001,cumulative=0.8635)
4312	1	(prob=0.0001,cumulative=0.8635)
4313	1	(prob=0.0001,cumulative=0.8636)
4315	2	(prob=0.0001,cumulative=0.8637)
4316	3	(prob=0.0002,cumulative=0.8639)
4318	2	(prob=0.0001,cumulative=0.8640)
4321	1	(prob=0.0001,cumulative=0.8641)
4325	2	(prob=0.0001,cumulative=0.8642)
4327	1	(prob=0.0001,cumulative=0.8642)
4328	1	(prob=0.0001,cumulative=0.8643)
4331	2	(prob=0.0001,cumulative=0.8644)
4332	2	(prob=0.0001,cumulative=0.8645)
4334	3	(prob=0.0002,cumulative=0.8647)
4335	2	(prob=0.0001,cumulative=0.8648)
4336	3	(prob=0.0002,cumulative=0.8650)
4337	1	(prob=0.0001,cumulative=0.8651)
4340	2	(prob=0.0001,cumulative=0.8652)
4342	1	(prob=0.0001,cumulative=0.8652)
4343	1	(prob=0.0001,cumulative=0.8653)
4344	2	(prob=0.0001,cumulative=0.8654)
4349	1	(prob=0.0001,cumulative=0.8655)
4351	1	(prob=0.0001,cumulative=0.8655)
4356	1	(prob=0.0001,cumulative=0.8656)
4357	2	(prob=0.0001,cumulative=0.8657)
4359	1	(prob=0.0001,cumulative=0.8658)
4360	1	(prob=0.0001,cumulative=0.8658)
4361	1	(prob=0.0001,cumulative=0.8659)
4362	1	(prob=0.0001,cumulative=0.8659)
4363	3	(prob=0.0002,cumulative=0.8661)
4364	1	(prob=0.0001,cumulative=0.8662)
4366	1	(prob=0.0001,cumulative=0.8662)
4368	1	(prob=0.0001,cumulative=0.8663)
4369	2	(prob=0.0001,cumulative=0.8664)
4370	1	(prob=0.0001,cumulative=0.8665)
4371	1	(prob=0.0001,cumulative=0.8665)
4373	2	(prob=0.0001,cumulative=0.8667)
4374	1	(prob=0.0001,cumulative=0.8667)
4375	2	(prob=0.0001,cumulative=0.8668)
4376	3	(prob=0.0002,cumulative=0.8670)
4377	4	(prob=0.0002,cumulative=0.8672)
4378	2	(prob=0.0001,cumulative=0.8674)
4379	1	(prob=0.0001,cumulative=0.8674)
4380	1	(prob=0.0001,cumulative=0.8675)
4381	1	(prob=0.0001,cumulative=0.8675)
4382	1	(prob=0.0001,cumulative=0.8676)
4383	1	(prob=0.0001,cumulative=0.8677)
4384	1	(prob=0.0001,cumulative=0.8677)
4385	1	(prob=0.0001,cumulative=0.8678)
4388	1	(prob=0.0001,cumulative=0.8678)
4389	1	(prob=0.0001,cumulative=0.8679)
4390	1	(prob=0.0001,cumulative=0.8680)
4398	1	(prob=0.0001,cumulative=0.8680)
4399	2	(prob=0.0001,cumulative=0.8681)
4400	3	(prob=0.0002,cumulative=0.8683)
4402	1	(prob=0.0001,cumulative=0.8684)
4405	1	(prob=0.0001,cumulative=0.8684)
4406	2	(prob=0.0001,cumulative=0.8685)
4409	2	(prob=0.0001,cumulative=0.8687)
4410	2	(prob=0.0001,cumulative=0.8688)
4414	1	(prob=0.0001,cumulative=0.8688)
4415	1	(prob=0.0001,cumulative=0.8689)
4417	1	(prob=0.0001,cumulative=0.8690)
4418	2	(prob=0.0001,cumulative=0.8691)
4419	1	(prob=0.0001,cumulative=0.8691)
4422	1	(prob=0.0001,cumulative=0.8692)
4423	1	(prob=0.0001,cumulative=0.8692)
4424	1	(prob=0.0001,cumulative=0.8693)
4425	1	(prob=0.0001,cumulative=0.8694)
4428	2	(prob=0.0001,cumulative=0.8695)
4429	2	(prob=0.0001,cumulative=0.8696)
4430	1	(prob=0.0001,cumulative=0.8697)
4431	1	(prob=0.0001,cumulative=0.8697)
4432	1	(prob=0.0001,cumulative=0.8698)
4435	2	(prob=0.0001,cumulative=0.8699)
4436	1	(prob=0.0001,cumulative=0.8700)
4441	1	(prob=0.0001,cumulative=0.8700)
4443	2	(prob=0.0001,cumulative=0.8701)
4446	1	(prob=0.0001,cumulative=0.8702)
4447	2	(prob=0.0001,cumulative=0.8703)
4448	1	(prob=0.0001,cumulative=0.8704)
4449	1	(prob=0.0001,cumulative=0.8704)
4450	2	(prob=0.0001,cumulative=0.8705)
4452	1	(prob=0.0001,cumulative=0.8706)
4454	1	(prob=0.0001,cumulative=0.8707)
4455	2	(prob=0.0001,cumulative=0.8708)
4457	1	(prob=0.0001,cumulative=0.8708)
4460	2	(prob=0.0001,cumulative=0.8710)
4464	2	(prob=0.0001,cumulative=0.8711)
4465	1	(prob=0.0001,cumulative=0.8711)
4466	1	(prob=0.0001,cumulative=0.8712)
4467	1	(prob=0.0001,cumulative=0.8713)
4468	2	(prob=0.0001,cumulative=0.8714)
4471	1	(prob=0.0001,cumulative=0.8714)
4473	2	(prob=0.0001,cumulative=0.8715)
4475	3	(prob=0.0002,cumulative=0.8717)
4479	1	(prob=0.0001,cumulative=0.8718)
4480	1	(prob=0.0001,cumulative=0.8718)
4483	2	(prob=0.0001,cumulative=0.8720)
4485	3	(prob=0.0002,cumulative=0.8721)
4486	2	(prob=0.0001,cumulative=0.8723)
4487	1	(prob=0.0001,cumulative=0.8723)
4488	1	(prob=0.0001,cumulative=0.8724)
4489	1	(prob=0.0001,cumulative=0.8724)
4490	2	(prob=0.0001,cumulative=0.8726)
4491	1	(prob=0.0001,cumulative=0.8726)
4493	1	(prob=0.0001,cumulative=0.8727)
4494	2	(prob=0.0001,cumulative=0.8728)
4495	1	(prob=0.0001,cumulative=0.8728)
4496	3	(prob=0.0002,cumulative=0.8730)
4497	2	(prob=0.0001,cumulative=0.8731)
4498	2	(prob=0.0001,cumulative=0.8733)
4499	1	(prob=0.0001,cumulative=0.8733)
4501	1	(prob=0.0001,cumulative=0.8734)
4503	1	(prob=0.0001,cumulative=0.8734)
4505	2	(prob=0.0001,cumulative=0.8736)
4511	1	(prob=0.0001,cumulative=0.8736)
4512	1	(prob=0.0001,cumulative=0.8737)
4513	1	(prob=0.0001,cumulative=0.8737)
4514	1	(prob=0.0001,cumulative=0.8738)
4515	2	(prob=0.0001,cumulative=0.8739)
4516	2	(prob=0.0001,cumulative=0.8740)
4518	1	(prob=0.0001,cumulative=0.8741)
4520	1	(prob=0.0001,cumulative=0.8741)
4522	2	(prob=0.0001,cumulative=0.8743)
4523	1	(prob=0.0001,cumulative=0.8743)
4524	1	(prob=0.0001,cumulative=0.8744)
4526	2	(prob=0.0001,cumulative=0.8745)
4527	2	(prob=0.0001,cumulative=0.8746)
4528	1	(prob=0.0001,cumulative=0.8747)
4530	1	(prob=0.0001,cumulative=0.8747)
4531	3	(prob=0.0002,cumulative=0.8749)
4532	2	(prob=0.0001,cumulative=0.8750)
4534	2	(prob=0.0001,cumulative=0.8751)
4536	2	(prob=0.0001,cumulative=0.8753)
4537	1	(prob=0.0001,cumulative=0.8753)
4538	2	(prob=0.0001,cumulative=0.8754)
4540	1	(prob=0.0001,cumulative=0.8755)
4543	1	(prob=0.0001,cumulative=0.8756)
4544	1	(prob=0.0001,cumulative=0.8756)
4548	1	(prob=0.0001,cumulative=0.8757)
4549	1	(prob=0.0001,cumulative=0.8757)
4550	1	(prob=0.0001,cumulative=0.8758)
4554	1	(prob=0.0001,cumulative=0.8759)
4555	1	(prob=0.0001,cumulative=0.8759)
4556	3	(prob=0.0002,cumulative=0.8761)
4558	1	(prob=0.0001,cumulative=0.8762)
4559	2	(prob=0.0001,cumulative=0.8763)
4564	2	(prob=0.0001,cumulative=0.8764)
4565	1	(prob=0.0001,cumulative=0.8764)
4566	1	(prob=0.0001,cumulative=0.8765)
4570	2	(prob=0.0001,cumulative=0.8766)
4571	2	(prob=0.0001,cumulative=0.8767)
4574	2	(prob=0.0001,cumulative=0.8769)
4575	3	(prob=0.0002,cumulative=0.8770)
4578	2	(prob=0.0001,cumulative=0.8772)
4581	1	(prob=0.0001,cumulative=0.8772)
4583	1	(prob=0.0001,cumulative=0.8773)
4584	1	(prob=0.0001,cumulative=0.8773)
4585	1	(prob=0.0001,cumulative=0.8774)
4586	3	(prob=0.0002,cumulative=0.8776)
4587	1	(prob=0.0001,cumulative=0.8776)
4589	1	(prob=0.0001,cumulative=0.8777)
4594	3	(prob=0.0002,cumulative=0.8779)
4595	2	(prob=0.0001,cumulative=0.8780)
4596	2	(prob=0.0001,cumulative=0.8781)
4599	2	(prob=0.0001,cumulative=0.8782)
4603	1	(prob=0.0001,cumulative=0.8783)
4604	1	(prob=0.0001,cumulative=0.8783)
4606	3	(prob=0.0002,cumulative=0.8785)
4607	1	(prob=0.0001,cumulative=0.8786)
4608	2	(prob=0.0001,cumulative=0.8787)
4609	2	(prob=0.0001,cumulative=0.8788)
4611	1	(prob=0.0001,cumulative=0.8789)
4613	1	(prob=0.0001,cumulative=0.8789)
4614	1	(prob=0.0001,cumulative=0.8790)
4615	1	(prob=0.0001,cumulative=0.8790)
4617	1	(prob=0.0001,cumulative=0.8791)
4622	1	(prob=0.0001,cumulative=0.8792)
4623	1	(prob=0.0001,cumulative=0.8792)
4625	3	(prob=0.0002,cumulative=0.8794)
4628	3	(prob=0.0002,cumulative=0.8796)
4631	1	(prob=0.0001,cumulative=0.8796)
4632	1	(prob=0.0001,cumulative=0.8797)
4634	1	(prob=0.0001,cumulative=0.8797)
4636	1	(prob=0.0001,cumulative=0.8798)
4637	2	(prob=0.0001,cumulative=0.8799)
4638	1	(prob=0.0001,cumulative=0.8800)
4639	2	(prob=0.0001,cumulative=0.8801)
4641	2	(prob=0.0001,cumulative=0.8802)
4644	2	(prob=0.0001,cumulative=0.8803)
4645	2	(prob=0.0001,cumulative=0.8805)
4646	1	(prob=0.0001,cumulative=0.8805)
4647	1	(prob=0.0001,cumulative=0.8806)
4648	1	(prob=0.0001,cumulative=0.8806)
4651	2	(prob=0.0001,cumulative=0.8808)
4656	2	(prob=0.0001,cumulative=0.8809)
4658	2	(prob=0.0001,cumulative=0.8810)
4660	1	(prob=0.0001,cumulative=0.8810)
4662	1	(prob=0.0001,cumulative=0.8811)
4666	1	(prob=0.0001,cumulative=0.8812)
4667	1	(prob=0.0001,cumulative=0.8812)
4668	1	(prob=0.0001,cumulative=0.8813)
4669	1	(prob=0.0001,cumulative=0.8813)
4671	3	(prob=0.0002,cumulative=0.8815)
4676	1	(prob=0.0001,cumulative=0.8816)
4680	1	(prob=0.0001,cumulative=0.8816)
